Índice de Precios al Consumidor (IPC);;;;;;;;;;;;;;;
Cobertura Nacional - Año base 2018;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Año;Mes;DIVISION;GRUPO;CLASE;SUBCLASE;PRODUCTO;GLOSA;Ponderación;Índice;Variación Mensual  ( % );Variación Acumulada   ( % );Variación 12 Meses   ( % );Incidencia Mensual   ( % );Incidencia Acumulada    ( % );Incidencia 12 Meses    ( % )
2021;1;9;4;1;;;LIBROS, DICCIONARIOS, ENCICLOPEDIAS Y OTROS SIMILARES;0.40005;99.65;0.1;0.1;-2.4;0.000;0.000;-0.010
2021;1;10;4;1;;;ENSEÑANZA SUPERIOR (TERCIARIA);352.689;109.05;0.0;0.0;3.5;0.000;0.000;0.125
2021;1;12;4;1;;;OTROS SERVICIOS FINANCIEROS;0.23354;108.21;0.0;0.0;3.3;0.000;0.000;0.008
2021;1;5;5;1;;;HERRAMIENTAS Y ACCESORIOS DIVERSOS;0.31476;114.51;1.1;1.1;9.9;0.004;0.004;0.031
2021;1;9;5;1;;;PAQUETES TURÍSTICOS;0.76585;130.30;0.0;0.0;-16.2;0.000;0.000;-0.185
2021;1;10;5;1;;;ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL;0.53344;118.03;2.0;2.0;4.1;0.012;0.012;0.024
2021;1;12;5;1;;;OTROS SERVICIOS;0.90116;110.35;0.3;0.3;4.2;0.003;0.003;0.039
2021;1;5;6;1;;;BIENES NO DURABLES PARA EL HOGAR;114.683;103.48;0.9;0.9;3.0;0.010;0.010;0.033
2021;1;1;1;2;;;CARNES;439.152;115.48;0.1;0.1;8.2;0.003;0.003;0.369
2021;1;2;1;2;;;VINOS;0.96935;104.77;0.4;0.4;1.7;0.004;0.004;0.016
2021;1;3;1;2;;;VESTUARIO;209.326;92.56;-1.1;-1.1;-1.9;-0.020;-0.020;-0.036
2021;1;5;1;2;;;SERVICIO DE REPARACIÓN DE MUEBLES;0.02258;112.81;-0.4;-0.4;6.7;0.000;0.000;0.002
2021;1;6;1;2;;;OTROS PRODUCTOS MÉDICOS;0.07603;104.32;4.3;4.3;3.6;0.003;0.003;0.003
2021;1;7;1;2;;;MOTOCICLETAS;0.05903;128.78;0.1;0.1;17.7;0.000;0.000;0.011
2021;1;9;1;2;;;EQUIPOS FOTOGRÁFICOS;0.06172;99.54;-3.8;-3.8;6.5;-0.002;-0.002;0.004
2021;1;12;1;2;;;PRODUCTOS PARA EL CUIDADO E HIGIENE PERSONAL;238.399;104.54;2.5;2.5;1.7;0.056;0.056;0.040
2021;1;1;2;2;;;AGUAS MINERALES, REFRESCOS, GASEOSAS Y JUGOS DE FRUTA;178.184;112.08;1.6;1.6;4.9;0.029;0.029;0.089
2021;1;4;2;2;;;SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA;0.8895;113.10;1.5;1.5;4.8;0.014;0.014;0.044
2021;1;6;2;2;;;SERVICIOS DENTALES;126.413;106.06;0.5;0.5;1.4;0.007;0.007;0.018
2021;1;7;2;2;;;COMBUSTIBLES Y LUBRICANTES PARA VEHÍCULOS DE TRANSPORTE PERSONAL;315.228;94.76;3.1;3.1;-12.5;0.084;0.084;-0.411
2021;1;9;2;2;;;EQUIPOS DEPORTIVOS, CAMPING Y RECREACIÓN;0.29935;105.15;2.8;2.8;5.3;0.008;0.008;0.015
2021;1;12;2;2;;;OTROS ARTÍCULOS PERSONALES;0.37743;94.43;2.4;2.4;2.1;0.008;0.008;0.007
2021;1;4;3;2;;;SERVICIO DE RETIRO DE BASURA;0.09053;105.45;0.0;0.0;-0.4;0.000;0.000;0.000
2021;1;5;3;2;;;PEQUEÑOS ARTEFACTOS PARA EL HOGAR;0.21586;107.60;1.1;1.1;8.8;0.002;0.002;0.018
2021;1;7;3;2;;;TRANSPORTE DE PASAJEROS POR AIRE;0.75389;88.99;0.0;0.0;0.7;0.000;0.000;0.005
2021;1;9;3;2;;;SERVICIOS CULTURALES;0.88753;106.08;0.0;0.0;0.9;0.000;0.000;0.008
2021;1;4;4;2;;;GAS;161.066;109.27;2.6;2.6;5.6;0.041;0.041;0.089
2021;1;9;4;2;;;DIARIOS;0.0714;126.53;0.1;0.1;0.2;0.000;0.000;0.000
2021;1;5;6;2;;;SERVICIOS DOMÉSTICOS PARA EL HOGAR;26.473;107.53;0.1;0.1;2.5;0.004;0.004;0.068
2021;1;1;1;3;;;PESCADOS Y MARISCOS;0.57242;109.60;4.8;4.8;7.7;0.027;0.027;0.043
2021;1;2;1;3;;;CERVEZAS;139.219;100.43;-0.4;-0.4;-2.1;-0.005;-0.005;-0.028
2021;1;3;1;3;;;ARTÍCULOS Y ACCESORIOS DE VESTIR;0.11757;114.80;-1.9;-1.9;8.6;-0.002;-0.002;0.010
2021;1;6;1;3;;;ARTEFACTOS Y ARTÍCULOS TERAPÉUTICOS;0.39942;105.98;0.0;0.0;3.8;0.000;0.000;0.015
2021;1;7;1;3;;;BICICLETAS;0.06915;109.92;0.5;0.5;20.6;0.000;0.000;0.012
2021;1;9;1;3;;;EQUIPOS DE PROCESAMIENTO INFORMÁTICO;0.46834;107.34;0.5;0.5;13.6;0.002;0.002;0.058
2021;1;6;2;3;;;SERVICIOS PARAMÉDICOS;0.94153;105.29;-0.1;-0.1;2.4;-0.001;-0.001;0.022
2021;1;7;2;3;;;CONSERVACIÓN Y REPARACIÓN DE VEHÍCULOS DE TRANSPORTE PERSONAL;0.89246;105.80;1.1;1.1;2.6;0.009;0.009;0.023
2021;1;9;2;3;;;JARDINERÍA Y FLORES;0.11965;104.84;1.3;1.3;3.8;0.002;0.002;0.004
2021;1;4;3;3;;;OTROS SERVICIOS RELACIONADOS CON LA VIVIENDA;145.144;102.17;3.4;3.4;-3.1;0.046;0.046;-0.045
2021;1;5;3;3;;;REPARACIÓN DE ARTEFACTOS PARA EL HOGAR;0.03963;109.00;2.0;2.0;4.2;0.001;0.001;0.002
2021;1;7;3;3;;;TRANSPORTE COMBINADO DE PASAJEROS;126.432;105.21;0.0;0.0;0.0;0.000;0.000;0.000
2021;1;9;3;3;;;JUEGOS DE AZAR;0.02478;100.00;0.0;0.0;0.0;0.000;0.000;0.000
2021;1;4;4;3;;;OTROS COMBUSTIBLES DE USO DOMÉSTICO;0.50515;96.98;0.3;0.3;-3.9;0.002;0.002;-0.019
2021;1;9;4;3;;;ARTÍCULOS ESCOLARES Y DE ESCRITORIO;0.34584;111.15;0.2;0.2;7.2;0.001;0.001;0.025
2021;1;1;1;4;;;PRODUCTOS LÁCTEOS, QUESOS Y HUEVOS;242.231;110.78;0.4;0.4;6.3;0.010;0.010;0.152
2021;1;3;1;4;;;LIMPIEZA Y REPARACIÓN DE VESTUARIO;0.06004;104.75;0.6;0.6;0.6;0.000;0.000;0.000
2021;1;9;1;4;;;MEDIOS PREGRABADOS Y PARA GRABACIÓN;0.04773;76.24;1.4;1.4;-5.8;0.000;0.000;-0.002
2021;1;7;2;4;;;OTROS SERVICIOS RELATIVOS A VEHÍCULOS DE TRANSPORTE PERSONAL;109.965;106.71;0.9;0.9;-0.2;0.009;0.009;-0.003
2021;1;9;2;4;;;MASCOTAS Y PRODUCTOS RELACIONADOS;0.75279;105.37;1.2;1.2;3.8;0.009;0.009;0.028
2021;1;1;1;5;;;ACEITES Y GRASAS;0.53071;109.82;0.0;0.0;5.0;0.000;0.000;0.027
2021;1;9;2;5;;;SERVICIOS VETERINARIOS;0.24731;110.88;0.2;0.2;3.7;0.000;0.000;0.009
2021;1;1;1;6;;;FRUTAS;0.97316;132.78;2.6;2.6;11.0;0.031;0.031;0.123
2021;1;1;1;7;;;HORTALIZAS, LEGUMBRES Y TUBÉRCULOS;25.863;118.73;5.2;5.2;17.7;0.142;0.142;0.443
2021;1;1;1;8;;;AZÚCAR, MERMELADA, MIEL, CHOCOLATE Y DULCES DE AZÚCAR;0.92862;111.10;0.9;0.9;5.4;0.009;0.009;0.051
2021;1;1;1;9;;;OTROS PRODUCTOS ALIMENTICIOS;0.6977;109.74;-1.0;-1.0;3.0;-0.007;-0.007;0.021
2021;1;1;1;1;1;;ARROZ;0.18033;103.78;-0.9;-0.9;6.4;-0.002;-0.002;0.011
2021;1;2;1;1;1;;DESTILADOS;0.50926;105.92;4.4;4.4;2.7;0.021;0.021;0.014
2021;1;3;1;1;1;;TELAS PARA CONFECCIÓN DE VESTUARIO;0.03406;108.60;0.2;0.2;8.0;0.000;0.000;0.003
2021;1;4;1;1;1;;ARRIENDO EFECTIVO;552.872;109.87;0.2;0.2;3.3;0.014;0.014;0.187
2021;1;5;1;1;1;;MUEBLES PARA EL HOGAR;0.81282;117.09;1.5;1.5;15.0;0.013;0.013;0.119
2021;1;6;1;1;1;;MEDICAMENTOS;242.319;104.04;-0.9;-0.9;2.0;-0.022;-0.022;0.047
2021;1;7;1;1;1;;AUTOMÓVIL NUEVO;285.541;110.24;1.5;1.5;7.4;0.044;0.044;0.208
2021;1;8;1;1;1;;EQUIPOS TELEFÓNICOS;0.61378;72.13;-0.8;-0.8;-14.2;-0.003;-0.003;-0.070
2021;1;9;1;1;1;;TELEVISORES;0.40468;107.61;0.9;0.9;18.2;0.004;0.004;0.064
2021;1;10;1;1;1;;SERVICIOS DE EDUCACIÓN PRE - ESCOLAR Y ENSEÑANZA BÁSICA;172.331;107.94;0.0;0.0;3.0;0.000;0.000;0.052
2021;1;11;1;1;1;;ALIMENTOS Y BEBESTIBLES CONSUMIDOS FUERA DEL HOGAR;426.808;108.91;0.8;0.8;3.2;0.036;0.036;0.139
2021;1;12;1;1;1;;SERVICIOS DE PELUQUERÍA Y CUIDADO PERSONAL;0.39909;105.34;-0.1;-0.1;3.3;-0.001;-0.001;0.013
2021;1;1;2;1;1;;CAFÉ Y SUCEDÁNEOS;0.15522;105.73;3.2;3.2;5.8;0.005;0.005;0.009
2021;1;2;2;1;1;;CIGARRILLOS;190.687;113.59;0.0;0.0;3.8;0.000;0.000;0.076
2021;1;3;2;1;1;;CALZADO PARA HOMBRE;0.38761;130.27;0.8;0.8;14.5;0.004;0.004;0.061
2021;1;4;2;1;1;;MATERIALES PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA;0.82245;105.79;0.0;0.0;3.7;0.000;0.000;0.030
2021;1;5;2;1;1;;TEXTILES PARA EL HOGAR;0.26025;95.38;2.0;2.0;0.5;0.005;0.005;0.001
2021;1;6;2;1;1;;SERVICIOS MÉDICOS;169.192;107.39;0.3;0.3;3.5;0.005;0.005;0.059
2021;1;7;2;1;1;;REPUESTOS Y ACCESORIOS PARA EL AUTOMÓVIL;0.39799;115.29;0.3;0.3;12.9;0.001;0.001;0.050
2021;1;8;2;1;1;;SERVICIOS DE TELECOMUNICACIONES;48.411;95.61;0.0;0.0;-0.4;0.000;0.000;-0.017
2021;1;9;2;1;1;;JUGUETES Y CONSOLAS DE VIDEOJUEGO;0.45272;103.31;0.3;0.3;8.6;0.001;0.001;0.035
2021;1;10;2;1;1;;SERVICIOS DE EDUCACIÓN DE LA ENSEÑANZA MEDIA;0.64279;105.37;0.0;0.0;3.2;0.000;0.000;0.020
2021;1;11;2;1;1;;SERVICIOS DE ALOJAMIENTO;0.51476;90.14;0.8;0.8;-9.7;0.004;0.004;-0.048
2021;1;12;2;1;1;;JOYERÍA Y RELOJES;0.24136;147.08;1.8;1.8;31.1;0.006;0.006;0.081
2021;1;4;3;1;1;;SUMINISTRO DE AGUA Y ALCANTARILLADO;165.637;106.25;-0.2;-0.2;2.9;-0.003;-0.003;0.047
2021;1;5;3;1;1;;LÍNEA BLANCA;0.6103;117.31;-0.2;-0.2;11.6;-0.001;-0.001;0.071
2021;1;6;3;1;1;;SERVICIOS DE HOSPITALIZACIÓN;0.97156;106.77;0.7;0.7;3.2;0.007;0.007;0.031
2021;1;7;3;1;1;;SERVICIOS DE TRANSPORTE DE PASAJEROS POR VÍAS URBANAS;181.018;107.00;0.0;0.0;0.5;0.000;0.000;0.009
2021;1;9;3;1;1;;SERVICIOS PRESTADOS POR RECINTOS DE RECREACIÓN Y DEPORTIVOS;0.84884;100.16;0.0;0.0;0.1;0.000;0.000;0.001
2021;1;10;3;1;1;;SERVICIOS DE PRE UNIVERSITARIO;0.16925;120.06;0.0;0.0;10.7;0.000;0.000;0.019
2021;1;12;3;1;1;;SEGUROS RELACIONADOS CON EL TRANSPORTE;0.61603;120.09;0.0;0.0;12.1;0.000;0.000;0.077
2021;1;4;4;1;1;;ELECTRICIDAD;227.238;111.50;0.0;0.0;0.0;0.000;0.000;0.000
2021;1;5;4;1;1;;ARTÍCULOS Y UTENSILIOS PARA EL HOGAR;0.28175;106.52;2.6;2.6;2.8;0.007;0.007;0.008
2021;1;9;4;1;1;;TEXTOS ESCOLARES;0.17324;100.92;0.0;0.0;-0.6;0.000;0.000;-0.001
2021;1;10;4;1;1;;SERVICIOS DE EDUCACIÓN SUPERIOR;352.689;109.05;0.0;0.0;3.5;0.000;0.000;0.125
2021;1;12;4;1;1;;GASTOS EN ADMINISTRACIÓN DE LOS SERVICIOS FINANCIEROS;0.23354;108.21;0.0;0.0;3.3;0.000;0.000;0.008
2021;1;5;5;1;1;;HERRAMIENTAS;0.10642;115.66;0.7;0.7;11.9;0.001;0.001;0.013
2021;1;9;5;1;1;;SERVICIOS DE VIAJES CON TODO INCLUIDO;0.76585;130.30;0.0;0.0;-16.2;0.000;0.000;-0.185
2021;1;10;5;1;1;;SERVICIOS DE ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL;0.53344;118.03;2.0;2.0;4.1;0.012;0.012;0.024
2021;1;12;5;1;1;;OTROS SERVICIOS;0.90116;110.35;0.3;0.3;4.2;0.003;0.003;0.039
2021;1;5;6;1;1;;PRODUCTOS DE LIMPIEZA PARA EL HOGAR;0.8504;101.33;1.3;1.3;1.9;0.010;0.010;0.016
2021;1;1;1;2;1;;CARNE DE VACUNO FRESCA, REFRIGERADA O CONGELADA;183.118;119.88;0.8;0.8;12.6;0.017;0.017;0.235
2021;1;2;1;2;1;;VINOS;0.96935;104.77;0.4;0.4;1.7;0.004;0.004;0.016
2021;1;3;1;2;1;;VESTUARIO PARA HOMBRE;0.64714;89.91;-0.7;-0.7;0.9;-0.004;-0.004;0.005
2021;1;5;1;2;1;;SERVICIO DE REPARACIÓN DE MUEBLES;0.02258;112.81;-0.4;-0.4;6.7;0.000;0.000;0.002
2021;1;6;1;2;1;;OTROS PRODUCTOS MÉDICOS;0.07603;104.32;4.3;4.3;3.6;0.003;0.003;0.003
2021;1;7;1;2;1;;MOTOCICLETA;0.05903;128.78;0.1;0.1;17.7;0.000;0.000;0.011
2021;1;9;1;2;1;;CÁMARAS;0.06172;99.54;-3.8;-3.8;6.5;-0.002;-0.002;0.004
2021;1;12;1;2;1;;PRODUCTOS PARA EL CUIDADO PERSONAL;0.52981;105.95;6.4;6.4;2.5;0.032;0.032;0.013
2021;1;1;2;2;1;;AGUA MINERAL Y PURIFICADA;0.21102;109.47;0.1;0.1;5.0;0.000;0.000;0.010
2021;1;4;2;2;1;;SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA;0.8895;113.10;1.5;1.5;4.8;0.014;0.014;0.044
2021;1;6;2;2;1;;SERVICIOS DENTALES;126.413;106.06;0.5;0.5;1.4;0.007;0.007;0.018
2021;1;7;2;2;1;;COMBUSTIBLES PARA EL AUTOMÓVIL;311.474;94.64;3.1;3.1;-12.8;0.084;0.084;-0.414
2021;1;9;2;2;1;;EQUIPO DE DEPORTES, CAMPING Y RECREACIÓN;0.29935;105.15;2.8;2.8;5.3;0.008;0.008;0.015
2021;1;12;2;2;1;;OTROS ARTÍCULOS PERSONALES;0.37743;94.43;2.4;2.4;2.1;0.008;0.008;0.007
2021;1;4;3;2;1;;SERVICIO DE RETIRO DE BASURA;0.09053;105.45;0.0;0.0;-0.4;0.000;0.000;0.000
2021;1;5;3;2;1;;ELECTRODOMÉSTICOS;0.21586;107.60;1.1;1.1;8.8;0.002;0.002;0.018
2021;1;7;3;2;1;;SERVICIOS DE TRANSPORTE DE PASAJEROS POR VÍA AÉREA;0.75389;88.99;0.0;0.0;0.7;0.000;0.000;0.005
2021;1;9;3;2;1;;SERVICIOS PRESTADOS POR ESTABLECIMIENTOS CULTURALES;0.49267;108.41;0.0;0.0;0.5;0.000;0.000;0.002
2021;1;4;4;2;1;;GAS POR RED;0.46326;110.16;0.0;0.0;0.3;0.000;0.000;0.001
2021;1;9;4;2;1;;DIARIOS;0.0714;126.53;0.1;0.1;0.2;0.000;0.000;0.000
2021;1;5;6;2;1;;SERVICIOS DOMÉSTICOS;26.473;107.53;0.1;0.1;2.5;0.004;0.004;0.068
2021;1;1;1;3;1;;PESCADOS FRESCOS, REFRIGERADOS O CONGELADOS;0.26577;110.74;8.2;8.2;9.3;0.021;0.021;0.024
2021;1;2;1;3;1;;CERVEZAS;139.219;100.43;-0.4;-0.4;-2.1;-0.005;-0.005;-0.028
2021;1;3;1;3;1;;ARTÍCULOS Y ACCESORIOS DE VESTIR;0.11757;114.80;-1.9;-1.9;8.6;-0.002;-0.002;0.010
2021;1;6;1;3;1;;ARTEFACTOS Y ARTÍCULOS TERAPÉUTICOS;0.39942;105.98;0.0;0.0;3.8;0.000;0.000;0.015
2021;1;7;1;3;1;;BICICLETA;0.06915;109.92;0.5;0.5;20.6;0.000;0.000;0.012
2021;1;9;1;3;1;;COMPUTADORES E IMPRESORAS;0.46834;107.34;0.5;0.5;13.6;0.002;0.002;0.058
2021;1;6;2;3;1;;SERVICIOS DE LABORATORIOS DE ANÁLISIS MÉDICOS, DE DIAGNOSTICO Y RADIOLÓGICOS;0.59966;105.43;0.0;0.0;2.9;0.000;0.000;0.017
2021;1;7;2;3;1;;SERVICIOS DE MANTENCIÓN Y REPARACIÓN DEL AUTOMÓVIL;0.89246;105.80;1.1;1.1;2.6;0.009;0.009;0.023
2021;1;9;2;3;1;;JARDINERÍA Y FLORES;0.11965;104.84;1.3;1.3;3.8;0.002;0.002;0.004
2021;1;4;3;3;1;;OTROS SERVICIOS RELACIONADOS CON LA VIVIENDA;0.08189;112.79;0.6;0.6;3.3;0.001;0.001;0.003
2021;1;5;3;3;1;;SERVICIOS DE REPARACIÓN DE LÍNEA BLANCA Y ELECTRODOMÉSTICOS;0.03963;109.00;2.0;2.0;4.2;0.001;0.001;0.002
2021;1;7;3;3;1;;SERVICIOS DE TRANSPORTE COMBINADO DE PASAJEROS;126.432;105.21;0.0;0.0;0.0;0.000;0.000;0.000
2021;1;9;3;3;1;;JUEGOS DE AZAR;0.02478;100.00;0.0;0.0;0.0;0.000;0.000;0.000
2021;1;4;4;3;1;;OTROS COMBUSTIBLES DE USO DOMÉSTICO;0.50515;96.98;0.3;0.3;-3.9;0.002;0.002;-0.019
2021;1;9;4;3;1;;ARTÍCULOS ESCOLARES;0.31019;110.26;0.2;0.2;7.3;0.001;0.001;0.022
2021;1;1;1;4;1;;LECHES;0.72248;110.47;0.9;0.9;5.1;0.007;0.007;0.037
2021;1;3;1;4;1;;SERVICIOS DE LIMPIEZA Y REPARACIÓN DE VESTUARIO;0.06004;104.75;0.6;0.6;0.6;0.000;0.000;0.000
2021;1;9;1;4;1;;REGISTROS DE SONIDOS E IMÁGENES;0.04773;76.24;1.4;1.4;-5.8;0.000;0.000;-0.002
2021;1;7;2;4;1;;SERVICIOS DE ESTACIONAMIENTO;0.2761;102.03;0.4;0.4;0.6;0.001;0.001;0.002
2021;1;9;2;4;1;;ALIMENTOS Y ACCESORIOS PARA MASCOTAS;0.75279;105.37;1.2;1.2;3.8;0.009;0.009;0.028
2021;1;1;1;5;1;;MANTEQUILLA Y MARGARINA;0.23888;114.01;-1.2;-1.2;4.4;-0.003;-0.003;0.011
2021;1;9;2;5;1;;SERVICIOS VETERINARIOS;0.24731;110.88;0.2;0.2;3.7;0.000;0.000;0.009
2021;1;1;1;6;1;;FRUTAS FRESCAS, REFRIGERADAS O CONGELADAS;0.79334;137.21;2.9;2.9;11.0;0.029;0.029;0.103
2021;1;1;1;7;1;;HORTALIZAS FRESCAS, REFRIGERADAS, CONGELADAS O CONSERVADAS;192.322;119.73;5.4;5.4;17.2;0.110;0.110;0.325
2021;1;1;1;8;1;;AZÚCAR Y ENDULZANTES;0.17443;105.49;-0.4;-0.4;4.6;-0.001;-0.001;0.008
2021;1;1;1;9;1;;SAL, HIERBAS, ESPECIAS Y CONDIMENTOS CULINARIOS;0.12217;114.63;1.7;1.7;4.6;0.002;0.002;0.006
2021;1;1;1;1;2;;HARINAS Y CEREALES;0.31595;110.22;-1.0;-1.0;4.2;-0.003;-0.003;0.013
2021;1;5;1;1;2;;ARTÍCULOS Y ORNAMENTACIÓN PARA EL HOGAR;0.17077;104.96;-0.9;-0.9;2.8;-0.002;-0.002;0.005
2021;1;7;1;1;2;;AUTOMÓVIL USADO;0.27347;98.39;1.6;1.6;11.5;0.004;0.004;0.027
2021;1;9;1;1;2;;EQUIPOS DE AUDIO;0.07886;97.16;-0.5;-0.5;-2.0;0.000;0.000;-0.001
2021;1;11;1;1;2;;ALIMENTOS PREPARADOS  PARA LLEVAR;160.063;108.60;1.0;1.0;5.1;0.016;0.016;0.080
2021;1;1;2;1;2;;TÉ;0.17671;115.85;1.7;1.7;11.4;0.003;0.003;0.020
2021;1;3;2;1;2;;CALZADO PARA MUJER;0.47835;105.25;-3.9;-3.9;10.1;-0.019;-0.019;0.044
2021;1;7;3;1;2;;SERVICIOS DE TRANSPORTE DE PASAJEROS POR CARRETERAS;0.49365;109.74;-0.4;-0.4;-10.0;-0.002;-0.002;-0.058
2021;1;9;3;1;2;;CLASES DEPORTIVAS Y RECREATIVAS;0.31168;107.75;0.0;0.0;0.1;0.000;0.000;0.000
2021;1;9;4;1;2;;LIBROS;0.22681;98.69;0.1;0.1;-3.8;0.000;0.000;-0.009
2021;1;5;5;1;2;;ACCESORIOS PARA EL HOGAR;0.20834;113.92;1.3;1.3;8.9;0.003;0.003;0.019
2021;1;5;6;1;2;;ARTÍCULOS DE LIMPIEZA PARA EL HOGAR;0.29643;109.66;-0.2;-0.2;6.0;-0.001;-0.001;0.018
2021;1;1;1;2;2;;CARNE DE CERDO FRESCA, REFRIGERADA O CONGELADA;0.45693;130.37;0.6;0.6;15.6;0.004;0.004;0.077
2021;1;3;1;2;2;;VESTUARIO PARA MUJER;0.76977;88.86;-2.1;-2.1;-6.3;-0.014;-0.014;-0.044
2021;1;12;1;2;2;;PRODUCTOS DE HIGIENE PERSONAL;140.288;102.81;0.8;0.8;0.0;0.011;0.011;0.000
2021;1;1;2;2;2;;BEBIDAS DE FANTASÍA;114.376;113.87;2.3;2.3;5.6;0.027;0.027;0.067
2021;1;7;2;2;2;;LUBRICANTES Y ACEITES PARA EL AUTOMÓVIL;0.03754;105.27;0.2;0.2;8.6;0.000;0.000;0.003
2021;1;9;3;2;2;;SERVICIOS FOTOGRÁFICOS;0.02779;117.35;-0.5;-0.5;4.8;0.000;0.000;0.001
2021;1;4;4;2;2;;GAS LICUADO;11.474;108.91;3.7;3.7;7.9;0.041;0.041;0.088
2021;1;1;1;3;2;;MARISCOS FRESCOS, REFRIGERADOS O CONGELADOS;0.08082;115.29;11.6;11.6;11.1;0.009;0.009;0.009
2021;1;6;2;3;2;;SERVICIOS DE OTROS PROFESIONALES DE LA SALUD;0.34187;105.05;-0.2;-0.2;1.4;-0.001;-0.001;0.005
2021;1;4;3;3;2;;GASTOS DE COPROPIEDAD;136.955;101.53;3.6;3.6;-3.5;0.045;0.045;-0.048
2021;1;9;4;3;2;;ARTÍCULOS DE ESCRITORIO;0.03565;118.86;0.3;0.3;6.4;0.000;0.000;0.002
2021;1;1;1;4;2;;YOGHURT Y POSTRES LÁCTEOS;0.44962;110.89;0.5;0.5;5.0;0.003;0.003;0.023
2021;1;7;2;4;2;;SERVICIOS RELACIONADOS A LA CIRCULACIÓN DEL VEHÍCULO;0.82355;108.28;1.0;1.0;-0.5;0.008;0.008;-0.004
2021;1;1;1;5;2;;ACEITES COMESTIBLES;0.29183;106.38;1.0;1.0;5.5;0.003;0.003;0.016
2021;1;1;1;6;2;;FRUTOS SECOS Y FRUTAS EN CONSERVA;0.17982;113.26;1.2;1.2;11.0;0.002;0.002;0.019
2021;1;1;1;7;2;;LEGUMBRES SECAS;0.14401;101.63;-1.1;-1.1;8.8;-0.002;-0.002;0.011
2021;1;1;1;8;2;;MERMELADA, MANJAR Y OTROS DULCES UNTABLES;0.14835;117.52;0.0;0.0;10.7;0.000;0.000;0.016
2021;1;1;1;9;2;;SALSAS Y ADEREZOS;0.29939;109.13;-2.8;-2.8;2.2;-0.009;-0.009;0.007
2021;1;1;1;1;3;;PAN Y OTROS PRODUCTOS DE PANADERÍA;327.246;110.99;0.0;0.0;4.8;0.002;0.002;0.161
2021;1;1;2;1;3;;CACAO Y FORTIFICANTE EN POLVO;0.05023;111.17;0.5;0.5;6.9;0.000;0.000;0.003
2021;1;3;2;1;3;;CALZADO INFANTIL;0.33507;107.63;2.4;2.4;6.3;0.008;0.008;0.021
2021;1;1;1;2;3;;CARNE DE AVE FRESCA, REFRIGERADA O CONGELADA;0.98958;107.95;-0.6;-0.6;3.3;-0.006;-0.006;0.033
2021;1;3;1;2;3;;VESTUARIO INFANTIL;0.27728;89.13;-3.6;-3.6;1.4;-0.009;-0.009;0.003
2021;1;12;1;2;3;;PRODUCTOS DE BELLEZA;0.4513;108.26;2.9;2.9;6.2;0.013;0.013;0.027
2021;1;1;2;2;3;;JUGOS LÍQUIDOS Y EN POLVO;0.42706;108.56;0.2;0.2;2.8;0.001;0.001;0.012
2021;1;9;3;2;3;;SERVICIOS DE TELEVISIÓN;0.36707;102.09;0.0;0.0;1.1;0.000;0.000;0.004
2021;1;1;1;3;3;;PESCADOS Y MARISCOS EN CONSERVA;0.22583;106.21;-1.3;-1.3;4.7;-0.003;-0.003;0.010
2021;1;1;1;4;3;;QUESOS;0.84248;113.90;0.7;0.7;7.1;0.006;0.006;0.061
2021;1;1;1;7;3;;TUBÉRCULOS Y PRODUCTOS DERIVADOS;0.51907;119.77;6.1;6.1;21.9;0.034;0.034;0.107
2021;1;1;1;8;3;;CARAMELOS, CHOCOLATES Y OTROS PRODUCTOS DE CONFITERÍA;0.35221;111.15;-0.3;-0.3;4.6;-0.001;-0.001;0.016
2021;1;1;1;9;3;;SOPAS Y CREMAS, ALIMENTOS PARA BEBÉ Y POSTRES NO LÁCTEOS;0.27614;108.25;-0.1;-0.1;3.1;0.000;0.000;0.009
2021;1;1;1;1;4;;PASTAS;0.26583;100.30;-0.5;-0.5;-1.8;-0.001;-0.001;-0.005
2021;1;1;1;2;4;;CARNE PROCESADA Y FIAMBRERÍA;111.383;108.82;-1.0;-1.0;2.1;-0.012;-0.012;0.023
2021;1;3;1;2;4;;VESTUARIO ESCOLAR;0.39907;106.39;1.6;1.6;0.2;0.006;0.006;0.001
2021;1;1;1;4;4;;HUEVOS;0.40773;104.77;-1.4;-1.4;8.1;-0.006;-0.006;0.031
2021;1;1;1;8;4;;HELADOS;0.25363;111.13;4.0;4.0;4.0;0.010;0.010;0.010
2021;1;1;1;1;1;1;ARROZ;0.18033;103.78;-0.9;-0.9;6.4;-0.002;-0.002;0.011
2021;1;2;1;1;1;1;PISCO;0.23562;105.54;2.0;2.0;0.9;0.005;0.005;0.002
2021;1;3;1;1;1;1;TELAS PARA CONFECCIÓN DE VESTUARIO;0.03406;108.60;0.2;0.2;8.0;0.000;0.000;0.003
2021;1;4;1;1;1;1;ARRIENDO;552.872;109.87;0.2;0.2;3.3;0.014;0.014;0.187
2021;1;5;1;1;1;1;CAMA;0.24409;128.83;4.9;4.9;17.1;0.014;0.014;0.044
